ETC_20150323_009652	#今結界を発動します。
QUEST_LV_0100_20151224_014580	#多段森のその噂から金属塊集める
QUEST_LV_0100_20151224_014581	#鍛冶屋は作っておいたオフもなく材料もありませんが材料を集めてくれればオフを作成ジュギェᆻとします。多段森のその噂を倒して、金属の塊をゲット。
QUEST_LV_0100_20151224_014582	#ヴォルシャ鍛冶屋に渡す
QUEST_LV_0100_20151224_014583	#十分な金属の塊を集めました。ヴォルシャ鍛冶屋に伝えてください。
QUEST_LV_0100_20151224_014584	#その噂から%sのコレクション
QUEST_LV_0100_20151224_014585	#ハイランダーの技術でランダムモンスター退治
QUEST_LV_0100_20151224_014586	#ハイランダーサブマスターは、あなたがハイランダーの技術をどのように磨きあげたことを確認したいです。いくつかのモンスターは構わないからハイランダーの技術を使用して処置してください。この課題は、唯一の一人で解決します。
QUEST_LV_0100_20151224_014587	#ペルタストサブマスターは、試験に合格すれば、真のペルタストの道を開いてくれるとします。カロルレス泉からわずかフューリーションを退治してください。
QUEST_LV_0100_20151224_014588	#ノヴァする別館のスパナスマン退治
QUEST_LV_0100_20151224_014589	#しフライトは、古く逃しスパナスマンが再び現れたし。ノヴァする別館でのスパ那須マンを倒して、マスターの壊れた窓の端を持ってください。
QUEST_LV_0100_20151224_014590	#クリヴィスサブマスターは、人々を脅かすモンスターを倒してくれます。ペレトリ丘陵のモンスターの体力をある程度排出させた後揺れる宝石を使用してモンスターを浄化して再をゲット。
QUEST_LV_0100_20151224_014591	#モンスターを浄化し、%sのコレクション
QUEST_LV_0100_20151224_014592	#プリーストサブマスターは、この地に不正なもの継続して退治しなければならないと強調しています。邪悪なオーラを運転して通うペレトリ丘陵のモンスターを退治してください。
QUEST_LV_0100_20151224_014593	#この程度ならプリーストサブマスターも満足することです。彼女に戻って報告してください。
QUEST_LV_0100_20151224_014594	#スパ那須マンの角収集
QUEST_LV_0100_20151224_014595	#ティルトルビーサブマスターは彫刻の材料であるスパ那須マンの角を求めてもらっています。ワラビ修道院64_2からスパ那須マンを倒して角を持参してください。
QUEST_LV_0100_20151224_014596	#ティルトルビーサブマスターに伝達
QUEST_LV_0100_20151224_014597	#買い置きマスターのオーラを注入したモンスターの魂を収集
QUEST_LV_0100_20151224_014598	#買い置きマスターは入門課題を与えました。ペレトリ丘陵のモンスターに買い置きマスターのオーラを注入した後、処置して、その魂を集めて来て。この課題は、唯一の一人で解決します。
QUEST_LV_0100_20151224_014599	#買い置きマスターの課題を達成しました。ヴォルシャの買い置きマスターの流体に戻って報告してください。
QUEST_LV_0100_20151224_014600	#ウィザードメルヒオーラと会話
QUEST_LV_0100_20151224_014601	#ウィザードメルヒオーラスあなたに言いたいことがあるようです。ウィザードメルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014602	#あなたが明らかに、その事実を明らかにすると、ウィザードメルヒオーラス聞かせる話があるようです。彼の話を聞いてみましょう。
QUEST_LV_0100_20151224_014603	#ウィザードメルヒオーラス・デル・ムーア城でクルー雨が再作成されることを防ぐために明らかに文字を集めて、ここに戻ってきたし。ウィザードメルヒオーラスの話を続けてください。
QUEST_LV_0100_20151224_014604	#コンパスを使って隠されたアーティファクトナビゲーション
QUEST_LV_0100_20151224_014605	#ウィザードメルヒオーラスを助けるにしました。コンパスを持って指導に表示された場所に行って、保護呪文を唱えているものを見つけて出してください。注文の近くに接近しなければコンパスが有効になります。
QUEST_LV_0100_20151224_014606	#ウィザードメルヒオーラスに報告
QUEST_LV_0100_20151224_014607	#保護呪文を唱えているものを見つけました。ウィザードメルヒオーラスに物事の位置を教えてください。
QUEST_LV_0100_20151224_014608	#啓示者ミハイルと会話
QUEST_LV_0100_20151224_014609	#ウィザードメルヒオーラス保護注文を解釈する時に啓示者ミハイルと対話してみなさいます。
QUEST_LV_0100_20151224_014610	#魔族を倒してビーズに魔力充電
QUEST_LV_0100_20151224_014611	#ミハイルは馬力供給を爆破させるための馬力ビーズが必要であるとします。魔族を攻撃してビーズに魔力を込めてください。
QUEST_LV_0100_20151224_014612	#啓示者ミハイルに伝達
QUEST_LV_0100_20151224_014613	#ビーズに魔力を完全に込めました。啓示者ミハイルに伝えてください。
QUEST_LV_0100_20151224_014614	#ウィザードメルヒオーラ菅保護注文の解釈を終えたようです。ウィザードメルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014615	#見つけたものの保護注文解除
QUEST_LV_0100_20151224_014616	#ウィザードメルヒオーラス癌ジェネ聖域の上の保護注文を解除してもらうお願いしました。注文がかかったものにアミュレットを置いて注文を解除してください。
QUEST_LV_0100_20151224_014617	#保護注文が解除されました。ウィザードメルヒオーラスに戻ります。
QUEST_LV_0100_20151224_014618	#馬力装置を爆破する準備がすべて終わったようです。ウィザードメルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014619	#馬力装置の周辺に魔力が充満ビーズインストール
QUEST_LV_0100_20151224_014620	#今馬力装置を爆破させる番です。このスィクチ交差点にある魔力供給装置の周辺に魔力が充満ビーズを配置します。
QUEST_LV_0100_20151224_014621	#啓示者ミハイルに報告
QUEST_LV_0100_20151224_014622	#魔力が充満ビーズをすべて配置しました。啓示者ミハイルに話して馬力装置を爆破してください。
QUEST_LV_0100_20151224_014623	#魔力供給が破壊されました。ウィザードメルヒオーラと会話してください。
QUEST_LV_0100_20151224_014624	#デルムーア荘園に移動
QUEST_LV_0100_20151224_014625	#メルヒオーラスクルー費生成装置があるデル・ムーアマナーで会おうし。デルムーアマナーでは、ウィザードメルヒオーラスワロフスキー合流します。
QUEST_LV_0100_20151224_014626	#信者アンドレアと会話
QUEST_LV_0100_20151224_014627	#信者アンドレアは、このところのモンスターを対処するための準備をしています。彼女を助けることがあるか聞いてみましょう。
QUEST_LV_0100_20151224_014628	#ペイグアムポピュラー情報収集
QUEST_LV_0100_20151224_014629	#信者アンドレアはペイグアムポピュラーの情報を得てたいです。ペイグアムポピュラーを相手にして情報を収集してください。
QUEST_LV_0100_20151224_014630	#すべての情報が集まったようです。彼女に伝えてください。
QUEST_LV_0100_20151224_014631	#信者アンドレアはあなたに助けを求めることができるようです。信者アンドレアと会話してみてください。
QUEST_LV_0100_20151224_014632	#デルムーア性住民であるデルの日記収集
QUEST_LV_0100_20151224_014633	#信者アンドレアは、Dellムーア性住民であるアル・デル・によろしくを伝えてくれという要請を受けたが、デル・ムーア性のすべての住民は、行方不明の状態です。アール・デル・日記も集めてみてください。
QUEST_LV_0100_20151224_014634	#信者アンドレアに伝達
QUEST_LV_0100_20151224_014635	#集めることができる日記のページはすべて集めました。信者アンドレアに伝えてください。
QUEST_LV_0100_20151224_014636	#信者押し織田と会話
QUEST_LV_0100_20151224_014637	#信者押し織田ス・デル・ムーア性消えた住民を残念と思っています。信者押し織田と会話してみてください。
QUEST_LV_0100_20151224_014638	#信者押し織田ス魔族を少しでもなくすようにデル・ムーア性の住民のためのものだそうです。周辺の魔族を倒してください。
QUEST_LV_0100_20151224_014639	#多くの魔族をハッチでした。信者押しオーダスにその事実を伝えてください。
QUEST_LV_0100_20151224_014640	#信者押し織田菅あなたにお願いすることがあるようです。信者押し織田と会話してみてください。
QUEST_LV_0100_20151224_014641	#チャコールウォーカーから書くべき矢収集
QUEST_LV_0100_20151224_014642	#信者押し織田ス啓示者が矢をあまり無駄だと思います。チャコールウォーカーを倒して書くべき矢を集めてください。
QUEST_LV_0100_20151224_014643	#信者押しオーダスに伝達
QUEST_LV_0100_20151224_014644	#信者押し織田菅言ったように製法書くべき矢が多かった。信者押しオーダスに伝えてください。
QUEST_LV_0100_20151224_014645	#チャコールウォーカーを倒して%sのコレクション
QUEST_LV_0100_20151224_014646	#ウィザードメルヒオーラスワロフスキー他の啓示者がガルラソンようです。ウィザードメルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014647	#ウィザードメルヒオーラスクルー雨の製造装置を無力化させる新しい方法を探しているようです。ウィザードメルヒオーラスワロフスキー継続会話してみてください。
QUEST_LV_0100_20151224_014648	#城壁の再建エリアで馬力装置の調査
QUEST_LV_0100_20151224_014649	#ウィザードメルヒオーラス城壁再建エリアに魔力供給があるとします。そこに行って修正プログラムをインストールして隠された魔力供給をお探しですか。
QUEST_LV_0100_20151224_014650	#隠されていた魔力供給を見つけました。ウィザードメルヒオーラスに戻って報告してください。
QUEST_LV_0100_20151224_014651	#ウィザードメルヒオーラスいくつかの装置があるようだとします。続いて、ウィザードメルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014652	#埋没された広場の馬力供給装置の調査
QUEST_LV_0100_20151224_014653	#ウィザードメルヒオーラス新しい馬力装置を感じます。埋没された広場に向かって移動し修正プログラムをインストールして隠されている馬力装置をお探しですか。
QUEST_LV_0100_20151224_014654	#今回は、予測が外れたようです。メルヒオーラスに戻って、その事実を伝えてください。
QUEST_LV_0100_20151224_014655	#ウィザードメルヒオーラス自分が間違ってついたことについて申し訳ありませんしています。続いて彼と会話してみてください。
QUEST_LV_0100_20151224_014656	#工房の距離で馬力装置の調査
QUEST_LV_0100_20151224_014657	#ウィザードメルヒオーラス今度は工房の距離に魔力供給があるとします。工房街に行って修正プログラムをインストールして、馬力装置を見つけてください。
QUEST_LV_0100_20151224_014658	#ヤネは、最終的に、中央装置を力に付随うとするものです。急いでメルヒオーラスに戻って、この事実を教えてください。
QUEST_LV_0100_20151224_014659	#ウィザードメルヒオーラスヤネの伝言に顔が真っ白浅くあきれています。詳しい話を聞いてみてください。
QUEST_LV_0100_20151224_014660	#パルマ広場の啓示者ヤネ阻止
QUEST_LV_0100_20151224_014661	#ウィザードメルヒオーラスクルー費の材料は、人間とし、製造装置の近くでは絶対に集まってはいけないと言います。パルマ広場にあるヤネの試みを阻止してください！
QUEST_LV_0100_20151224_014662	#啓示者ヤネを追いかけデルムーア外城に移動
QUEST_LV_0100_20151224_014663	#負傷したデル・ムーアレファイムは怪我をしたメルヒオーラスを拉致して逃げ、他の啓示者たちは、彼を追いかけて行きました。デルムーア外城には啓示者ヤネと合流します。
QUEST_LV_0100_20151224_014664	#信者ビックスと会話
QUEST_LV_0100_20151224_014665	#信者ビックスはあなたの助けが必要になります。信者ビックスと会話してみてください。
QUEST_LV_0100_20151224_014666	#ボックスの山で書くほどの板取外し
QUEST_LV_0100_20151224_014667	#ビックスは戻ってくるメルヒオーラスを守るために方策を作成しようとします。カールボス空き地や工房距離の木箱の山で書くほどの木の板を集めて来て。
QUEST_LV_0100_20151224_014668	#書くべき木の板の束集めました。信者ビックスに伝えてください。
QUEST_LV_0100_20151224_014669	#古いボックスなどで%sのコレクション
QUEST_LV_0100_20151224_014670	#信者ビックスはあなたの助けが必要になります。彼の話を聞いてください。
QUEST_LV_0100_20151224_014671	#ビックスは、現在の怪我を負った自分たちの代わりにあなたの周りの魔族を処理してもらいたいようです。彼の頼みどおり魔族を倒してください。
QUEST_LV_0100_20151224_014672	#頼まれた魔族を倒しました。信者ビックスに戻ります。
QUEST_LV_0100_20151224_014673	#信者ウェッジと会話
QUEST_LV_0100_20151224_014674	#信者ウェッジは、ウィザードメルヒオーラス気になるようです。彼と会話してみてください。
QUEST_LV_0100_20151224_014675	#岸キノコを収集
QUEST_LV_0100_20151224_014676	#信者ウェッジはメルヒオーラ菅戻って来れば元気を引き立て与える薬を作ってもらおうとします。カールボス空き地と埋没された広場で岸キノコを集めて来て。
QUEST_LV_0100_20151224_014677	#信者ウェッジに伝達
QUEST_LV_0100_20151224_014678	#この程度なら十分に集めたものです。信者ウェッジに集めたキノコを渡してください。
QUEST_LV_0100_20151224_014679	#信者ウェッジは魔族は第二としてもモンスターもどのようにしようとします。信者ウェッジと会話してみてください。
QUEST_LV_0100_20151224_014680	#次ログの液を収集
QUEST_LV_0100_20151224_014681	#信者ウェッジはモンスターを追いかけて香りを作成しようとします。次ログを倒して材料になる体液を集めてください。
QUEST_LV_0100_20151224_014682	#次ログの液を十分に集めました。信者ウェッジに伝えてください。
QUEST_LV_0100_20151224_014683	#デル・ムーア城主追撃
QUEST_LV_0100_20151224_014684	#啓示者ヤネと会話
QUEST_LV_0100_20151224_014685	#啓示者ヤネは、他の一行と一緒に急いでデル・ムーアレファイム任意追っうとします。彼女との会話してみてください。
QUEST_LV_0100_20151224_014686	#啓示者ミハイルに同行要請
QUEST_LV_0100_20151224_014687	#啓示者ヤネは人員を分け、それぞれデル・ムーアレファイムであることを追っ寝ます。啓示者ミハイルに同行を依頼してください。
QUEST_LV_0100_20151224_014688	#外城広場にデル・ムーアレファイム追撃
QUEST_LV_0100_20151224_014689	#啓示者ミハイルと上部の外城広場に向かってデル・ムーアレファイムであることを追求してください。
QUEST_LV_0100_20151224_014690	#デル・ムーアレファイム任意結界脱出
QUEST_LV_0100_20151224_014691	#デル・ムーアレファイム任意結界に閉じ込められました。魔族と戦って魔力核を見つけて破壊したり、すべての魔族を倒して結界を脱出してください。
QUEST_LV_0100_20151224_014692	#結界でようやく脱出しました。啓示者ミハイルと対話してみてください。
QUEST_LV_0100_20151224_014693	#啓示者ミハイルは乗らカー岐路に向かって行った啓示者ヤネ一行が気になるようです。彼と会話してみてください。
QUEST_LV_0100_20151224_014694	#タージカー分かれ道で啓示者ヤネ一行と合流
QUEST_LV_0100_20151224_014695	#タージカー岐路に向かって行った啓示者ヤネ一行を見つけ、それらを助けてください。
QUEST_LV_0100_20151224_014696	#啓示者ミハイルが啓示者ヤネ一行が閉じ込められた結界を解除しました。啓示者だ君が大丈夫なのか聞いてみましょう。
QUEST_LV_0100_20151224_014697	#啓示者ヤネは官庁廃墟側怪しい光を見たし。ヤネと継続会話してみてください。
QUEST_LV_0100_20151224_014698	#官庁廃墟に移動
QUEST_LV_0100_20151224_014699	#啓示者ヤネとミハイルと官庁廃墟に移動してください。
QUEST_LV_0100_20151224_014700	#ウィザードメルヒオーラス祭壇に閉じ込められています。啓示者ヤネと対策を相談してみてください。
QUEST_LV_0100_20151224_014701	#啓示者ヤネに何か方法があるように見えます。彼女との会話してみてください。
QUEST_LV_0100_20151224_014702	#呪術人形に魔族の魂を収集
QUEST_LV_0100_20151224_014703	#ヤネは呪術人形に魔族の魂を込めて、ウィザードメルヒオーラスワロフスキー変えクチナシとします。魔族を狩りして魔法人形に魂が宿るようにしてください。
QUEST_LV_0100_20151224_014704	#啓示者ヤネに伝達
QUEST_LV_0100_20151224_014705	#呪術人形に魔族の魂がいっぱいです。啓示者ヤネに伝えてください。
QUEST_LV_0100_20151224_014706	#突き当たりに任せる
QUEST_LV_0100_20151224_014707	#ウィザードメルヒオーラス難しい中でも、何かを伝えようとするようです。彼と会話してみてください。
QUEST_LV_0100_20151224_014708	#織田ギングカス空き地にデル・ムーアレファイム追跡
QUEST_LV_0100_20151224_014709	#ウィザードメルヒオーラス・デル・ムーアレファイムであることが織田ロギングカス空き地に逃げたし。啓示者ミハイルとデル・ムーアレファイムであることを追求してください。
QUEST_LV_0100_20151224_014710	#織田ギングカス空き地にデル・ムーアレファイム追撃
QUEST_LV_0100_20151224_014711	#啓示者ミハイルと織田ロギングカス街道デル・ムーアレファイムであることを追求してください。
QUEST_LV_0100_20151224_014712	#爆弾を設置するミハイル保護
QUEST_LV_0100_20151224_014713	#啓示者ミハイルは前を遮る障害物を爆弾で爆破させようとします。彼は爆弾のインストールが完了するまで押し寄せる魔族から彼を保護してください。
QUEST_LV_0100_20151224_014714	#啓示者ミハイルが爆弾設置作業を完了しました。彼と会話してみてください。
QUEST_LV_0100_20151224_014715	#啓示者ミハイルは爆弾のインストールを完了しました。彼と会話してみてください。
QUEST_LV_0100_20151224_014716	#デル・ムーアレファイム阻止
QUEST_LV_0100_20151224_014717	#デル・ムーアレファイムであることをほとんど追いついたようです。続いて彼の後には、彼の野望を阻止しよう！
QUEST_LV_0100_20151224_014718	#デル・ムーアレファイムはクルー雨の強さまでビルたが、最終的にはあなたに崩れてしまいました。啓示者ミハイルに戻って報告してください。
QUEST_LV_0100_20151224_014719	#今啓示者とメルヒオーラスの所に帰るのが良いです。啓示者ミハイルと会話してください。
QUEST_LV_0100_20151224_014720	#今啓示者たちと、ウィザードメルヒオーラスの所に帰るのが良いです。タージカー岐路にあるウィザードメルヒオーラと会話してください。
QUEST_LV_0100_20151224_014721	#ウィザードメルヒオーラスまだ大きく動きにくくなります。彼と会話してみてください。
QUEST_LV_0100_20151224_014722	#クルー雨予備製造装置の破壊
QUEST_LV_0100_20151224_014723	#ウィザードメルヒオーラス、ここに残っているクルー雨製造装置の予備装置を懸念します。彼に受けた魔力の変更に魔族を倒して不吉な魔力を満たして予備装置に挿入ください。
QUEST_LV_0100_20151224_014724	#予備装置を処理しました。ウィザードメルヒオーラスに教えてください。
QUEST_LV_0100_20151224_014725	#ウィザードメルヒオーラスまだ気になるものがあるようです。メルヒオーラと会話してみてください。
QUEST_LV_0100_20151224_014726	#馬力装置に不正な魔力注入
QUEST_LV_0100_20151224_014727	#ウィザードメルヒオーラス・デル・ムーアマナーに残っている魔力供給装置も壊してもらっています。デルムーア荘園に戻って魔族を片づけて魔力修正に不正な魔力を集めた後、魔力供給装置に挿入してください。
QUEST_LV_0100_20151224_014728	#デルムーアマナーには、これ以上の馬力供給が残っていません。ウィザードメルヒオーラスに教えてください。
QUEST_LV_0100_20151224_014729	#啓示者ヤネはまだ体が完全に回復していないようです。彼女との会話してみてください。
QUEST_LV_0100_20151224_014730	#啓示者ヤネは魔族の数を減らしてくれとお願いします。周辺の魔族を倒してください。
QUEST_LV_0100_20151224_014731	#啓示者ヤネに報告
QUEST_LV_0100_20151224_014732	#周辺の魔族を処理しました。啓示者ヤネに伝えてください。
QUEST_LV_0100_20151224_014733	#啓示者ミハイルに気になるものがあるようです。啓示者ミハイルと対話してみてください。
QUEST_LV_0100_20151224_014734	#黒カスタマイズから馬力アンプ収集
QUEST_LV_0100_20151224_014735	#啓示者ミハイルは馬力アンプに関心があるとします。黒カスタマイズから魔力増幅器を集めてください。
QUEST_LV_0100_20151224_014736	#魔力増幅器の束集めました。啓示者ミハイルに伝えてください。
QUEST_LV_0100_20151224_014737	#黒カスタマイズから%sのコレクション
QUEST_LV_0100_20151224_014738	#周りのモンスター退治
QUEST_LV_0100_20151224_014739	#信徒長いスが入団を勧めて邪念席を詰めてくれとお願いしました。教団に潜入する絶好の機会であると思われる。邪念席をインストールした後、邪念席の近くで死者を倒して邪念をゲット。
QUEST_LV_0100_20151224_014740	#長いスは、かつての兄弟だった信徒たちが乾くリースの力のせいか、時々甦ら祈りとします。三額石室から蘇った信徒を倒した後、フリントによみがえった信徒たちの肉を化粧してください。
QUEST_LV_0100_20151224_014741	#信徒長いスに満ちた邪念席を受けました。これ持って乾くレスに行けば教団に入団することができるだろうし。
QUEST_LV_0100_20151224_014742	#ベネスフェレットを追跡するためにひどい香りをベルライ森作業場の入口に吸ってもらうお願いしました。 「Insert」キーを押した後、リラックスした状態で、薪を使って焚き火を焚いひどい香りを燃やしてください。
QUEST_LV_0100_20151224_014743	#非カラスメイジを倒して%sのコレクション
QUEST_LV_0100_20151224_014744	#ギルティあなたの力を受けた者浦処置
QUEST_LV_0100_20151224_014745	#村長アロイジャスが苦境に陥ったようです。彼と会話してみてください。
QUEST_LV_0100_20151224_014746	#村長アロイジャスは村の人々がいる所に戻ろうとするモンスターが多すぎて困難であるとします。アロイジャスのために周囲のモンスターを処理してください。
QUEST_LV_0100_20151224_014747	#周辺のモンスターを倒しました。村長アロイジャスにこの事実を教えてください。
QUEST_LV_0100_20151224_014748	#村長の孫娘が自分を助けてくれる人を探しています。村長の孫娘と会話してみてください。
QUEST_LV_0100_20151224_014749	#漂流聖域調査
QUEST_LV_0100_20151224_014750	#村長の孫娘は、水が赤く水入り被害を受けているが、町の人々同士到底どのようにみる方法がないとします。村の人々に代わって漂流聖域を調べてみましょう。
QUEST_LV_0100_20151224_014751	#村長の孫娘にあるか伝え
QUEST_LV_0100_20151224_014752	#漂流聖域で火に乗ってのみ日誌を発見しました。村長の孫娘に持ってみましょう。
QUEST_LV_0100_20151224_014753	#村長アロイジャス調査
QUEST_LV_0100_20151224_014754	#村長の孫娘は、村長アロイジャスが村の青年を連れてどこかにでまた消えてしまったそうです。アンガ新党側村長アロイジャスを見つけてください。
QUEST_LV_0100_20151224_014755	#危うくモンスターに大きなものが私ところでした。村長アロイジャスと村の青年が大丈夫なのか確認してください。
QUEST_LV_0100_20151224_014756	#村長アロイジャスは漂流聖域で何か大変なものを拾ってきたようです。村長アロイジャスと会話してみてください。
QUEST_LV_0100_20151224_014757	#古いディスクが指しているものを見つける
QUEST_LV_0100_20151224_014758	#村長アロイジャスは土地が鳴るときに、この古いディスクから赤い光が浮上たら何かを指していたとします。ディスクが指していることが何なのか見つけてください。
QUEST_LV_0100_20151224_014759	#村長アロイジャスに伝達
QUEST_LV_0100_20151224_014760	#ディスクが指しているのは、赤い宝石類の部分でした。村長アロイジャスに持参してください。
QUEST_LV_0100_20151224_014761	#近くのモンスターに古いディスクを使用して%s得る
QUEST_LV_0100_20151224_014762	#村長の孫娘と会話
QUEST_LV_0100_20151224_014763	#村長アロイジャスは赤い部分を持って圧セムタ水源地に行きました。村長の孫娘があるかの問題にあなたを探しているというから、彼女には見てください。
QUEST_LV_0100_20151224_014764	#圧セムタ水源地の村長アロイジャスと会話
QUEST_LV_0100_20151224_014765	#多田だけかもは何か重要な内容が含まれているようです。一度村長アロイジャスを追いかけて見るのが良いです。
QUEST_LV_0100_20151224_014766	#ラジャ少しポールの肉収集
QUEST_LV_0100_20151224_014767	#サムソナスは、水が赤く染まった理由は、他のではなく、女神が火たと信じています。まず、供え物としてささげラジャ少しポールの肉を集めて来て。
QUEST_LV_0100_20151224_014768	#サムソナスに伝達
QUEST_LV_0100_20151224_014769	#供養品に捧げるラジャ少しポールの肉を全部集めました。サムソナスに持参してください。
QUEST_LV_0100_20151224_014770	#今賛辞を捧げる番です。サムソナスと再度会話してみてください。
QUEST_LV_0100_20151224_014771	#オベリスクへのオマージュ捧げる
QUEST_LV_0100_20151224_014772	#サムソナスはここにあるオベリスクは、自分が取るだろうから、他の場所にあるオベリスクをお願いしました。ヴィシーカス大会党の左側にあるオベリスクへのオマージュをささげてください。
QUEST_LV_0100_20151224_014773	#サムソナスに結果報告
QUEST_LV_0100_20151224_014774	#トリビュートを捧げようオンツンハゲドモンスターのみあふれ出ました。サムソナスが賛辞を上げる前に、早く教えてくれるのが良いです。
QUEST_LV_0100_20151224_014775	#ニコデマスが不安気味に見回してます。ニコデマスと会話してみてください。
QUEST_LV_0100_20151224_014776	#ドラバーチャペルからで村人の調査
QUEST_LV_0100_20151224_014777	#ニコデマスは村の人一人が周りを見回すといったが戻ってきていないし。ドラバーチャペルから向かっていったので見つけてください。
QUEST_LV_0100_20151224_014778	#ラッパリースと会話
QUEST_LV_0100_20151224_014779	#突然の水の下でモンスターが襲撃しましたが、無事に退けました。ラッパリースは大丈夫なのか確認してください。
QUEST_LV_0100_20151224_014780	#ラックスお金処置
QUEST_LV_0100_20151224_014781	#スカルビスは、周辺のモンスターのために心配があります。スカルサービスと対話してみてください。
QUEST_LV_0100_20151224_014782	#スカルサービスは、この周辺にモンスターが多すぎて心配だとします。村の人々が安全に持ち運ぶことができるよう、周辺のモンスターを退治してください。
QUEST_LV_0100_20151224_014783	#この程度なら安全になったようです。スカルサービスに戻ってみましょう。
QUEST_LV_0100_20151224_014784	#村長アロイジャスにあるかの内容について話してください。
QUEST_LV_0100_20151224_014785	#はい株価小シナゴーグ調査
QUEST_LV_0100_20151224_014786	#村長アロイジャスは先日モディスは、4つの株価小会堂で黒いフードをかぶった人々を見たし。はい株価小会堂で手がかりになるようなことがないかどうか調べてみましょう。
QUEST_LV_0100_20151224_014787	#火に乗っだけ実例を発見しました。多分村長アロイジャスがアートワークに描かれた絵について知っているかもしれません。
QUEST_LV_0100_20151224_014788	#村長アロイジャスはアートワークに描かれた絵を調べてみるようにします。村長アロイジャスにアートワークについて質問します。
QUEST_LV_0100_20151224_014789	#ヒドラが明らかになったが、第ヌアム廊下に移動
QUEST_LV_0100_20151224_014790	#突然村の住民が駆け付け線ヒドラが現れたし。第ヌアム廊下側に現れたヒドラを確認に行ってみてください。
QUEST_LV_0100_20151224_014791	#胴に赤い宝石がはめ込まれていた巨大なヒドラでした。ヒドラは逃げてしまいので村長アロイジャスに戻ってみましょう。
QUEST_LV_0100_20151224_014792	#イラストに描かれたモンスターの正体はヒドラでした。今どのようにすべきか村長アロイジャスと会話してみてください。
QUEST_LV_0100_20151224_014793	#ハンター門司と会話
QUEST_LV_0100_20151224_014794	#村長アロイジャスは、あなたが力を貸してくれたらヒドラを保持体に打ち込まれた赤い宝石を壊してしまうことがあるかもしれないとします。ヒドラ誘引のためにハンターモーゼスには見てください。
QUEST_LV_0100_20151224_014795	#ハンター門司ス誘引と罠に対してついてくる人がいないとします。ヒドラをどのように結ぶか、ハンター門司と会話してみてください。
QUEST_LV_0100_20151224_014796	#そうペントの肉収集
QUEST_LV_0100_20151224_014797	#ハンター門司スヒドラを捕獲罠を作成中に餌として使う肉を集めてほしいと頼まれました。
QUEST_LV_0100_20151224_014798	#そうペントハウスをつかん%sのコレクション
QUEST_LV_0100_20151224_014799	#青い香採集
QUEST_LV_0100_20151224_014800	#餌として使う肉を全部集めました。肉のベイン人の臭いを消す青い香を採集します。
QUEST_LV_0100_20151224_014801	#ハンターモディスに伝達
QUEST_LV_0100_20151224_014802	#餌として使う肉と人の臭いを消す香をすべて集めました。ハンターモディスに伝えてください。
QUEST_LV_0100_20151224_014803	#ハンターモディスと会話
QUEST_LV_0100_20151224_014804	#ハンターモディスはヒドラを誘引する準備をすべて終えたようです。ハンターモディスと会話してみてください。
QUEST_LV_0100_20151224_014805	#ハンターモディスはヘラルベ空き地に引っ掛け作成おいています。罠に餌を入れティーナスヒドラを誘引後処置してください。
QUEST_LV_0100_20151224_014806	#ヒドラを倒す者の体に埋め込まれていた赤い宝石が粉々にしました。村長アロイジャスにティーナスヒドラを物理打った教えてください。
QUEST_LV_0100_20151224_014807	#ハンターモディスに困ったことが生じたと思われる。ハンターモディスと会話してみてください。
QUEST_LV_0100_20151224_014808	#マカか花採集
QUEST_LV_0100_20151224_014809	#町の人一人が誤って赤く染まった水を飲んでしまったようです。痛みも軽減するために、レタス小川のスバイカキ丘右からマカかの花を採集してくる。
QUEST_LV_0100_20151224_014810	#マカかの花をすべて採集しました。ハンターモディスに伝えてください。
QUEST_LV_0100_20151224_014811	#レナルダースは、この水源地の赤い水が誰かの実験ということのために非常に怒っています。下飛ぶと会話してみてください。
QUEST_LV_0100_20151224_014812	#黒ラジャパーライトの脂肪の塊を収集
QUEST_LV_0100_20151224_014813	#レナルダースは腹いせコロラド実験室をすべて燃やしてしまうとします。油を作る黒いラジャパーライトの脂肪の塊を集めて来て。
QUEST_LV_0100_20151224_014814	#レナルダースに伝達
QUEST_LV_0100_20151224_014815	#黒ラジャパーライトの脂肪の塊をすべて集めました。レナルダースに持参してください。
QUEST_LV_0100_20151224_014816	#オイルは完全に準備ができています。今の研究室の火燃やすために下飛ぶと会話してみてください。
QUEST_LV_0100_20151224_014817	#実験室の火燃やす
QUEST_LV_0100_20151224_014818	#レナルダースは再発防止のために実験室を燃やしてもらうました。実験室の一つは、圧セムタ水源地の四株価所シナゴーグに、他の一つは、ペルケ神殿からの漂流新党にあります。
QUEST_LV_0100_20151224_014819	#実験室を全部燃やし続けた。レナルたくさんにこの事実を教えてください。
QUEST_LV_0100_20151224_014820	#村長アロイジャスを支援する周期を作ったら崩れた殿堂からの村長アロイジャスを見つけ行ってください。
QUEST_LV_0100_20160224_014821	#ルーン文字を使用して、強力な魔法を駆使できるのがまさにルーンキャスターです。{nl}ルーンストーンは単にそのプロセスを容易に助けるだけです。
